list_id,list_name,list_year,problem_id,short_name,status,resolved_year,resolver,notes,source
hilbert,Hilbert's problems,1900,2,Consistency of arithmetic,contested,,,Gödel incompleteness / Gentzen; no consensus,Wikipedia Hilbert's problems
hilbert,Hilbert's problems,1900,4,Straight line as shortest distance,vague,,,Too vague to score as solved or open,Wikipedia Hilbert's problems
hilbert,Hilbert's problems,1900,5,Continuous groups without differentiability,contested,,,Gleason for one reading; Hilbert–Smith conjecture open for another,Wikipedia Hilbert's problems
hilbert,Hilbert's problems,1900,6b,Atomistic-to-continuum limit in physics,contested,,,Interpretation-dependent,Wikipedia Hilbert's problems
hilbert,Hilbert's problems,1900,8a,Riemann hypothesis,open,,,,Wikipedia Hilbert's problems
hilbert,Hilbert's problems,1900,8b,Goldbach / twin primes family,open,,,,Wikipedia Hilbert's problems
hilbert,Hilbert's problems,1900,8c,Primes in number fields via zeta,contested,,,Hecke 1917 for some readings; extended RH still open,Wikipedia Hilbert's problems
hilbert,Hilbert's problems,1900,9,Most general reciprocity law,open,,,,Wikipedia Hilbert's problems
hilbert,Hilbert's problems,1900,12,Kronecker–Weber to arbitrary base fields,open,,,,Wikipedia Hilbert's problems
hilbert,Hilbert's problems,1900,13,Seventh-degree equation / composition,contested,,,Continuous variant resolved (Kolmogorov–Arnold 1957); algebraic variant open,Wikipedia Hilbert's problems
hilbert,Hilbert's problems,1900,15,Schubert enumerative calculus,contested,,,Claims of resolution exist; no consensus,Wikipedia Hilbert's problems
hilbert,Hilbert's problems,1900,16,Topology of real algebraic curves / limit cycles,open,,,,Wikipedia Hilbert's problems
hilbert,Hilbert's problems,1900,20,General boundary-value problems,open,,,,Wikipedia Hilbert's problems
hilbert,Hilbert's problems,1900,22,Uniformization by automorphic functions,open,,,,Wikipedia Hilbert's problems
hilbert,Hilbert's problems,1900,23,Further development of calculus of variations,vague,,,Deliberately open-ended,Wikipedia Hilbert's problems
landau,Landau's problems,1912,goldbach,Goldbach conjecture,open,,,,Wikipedia Landau's problems
landau,Landau's problems,1912,twin_primes,Twin prime conjecture,open,,,,Wikipedia Landau's problems
landau,Landau's problems,1912,legendre,Legendre's conjecture,open,,,,Wikipedia Landau's problems
landau,Landau's problems,1912,n2_plus_1,Primes of the form n^2+1,open,,,,Wikipedia Landau's problems
smale,Smale's problems,1998,1,Riemann hypothesis,open,,,,Wikipedia Smale's problems
smale,Smale's problems,1998,2,Poincaré conjecture,resolved,2003,Perelman,,Wikipedia Smale's problems
smale,Smale's problems,1998,3,P versus NP,open,,,,Wikipedia Smale's problems
smale,Smale's problems,1998,4,Shub–Smale tau-conjecture,open,,,,Wikipedia Smale's problems
smale,Smale's problems,1998,5,Diophantine decision in exponential time,open,,,,Wikipedia Smale's problems
smale,Smale's problems,1998,6,Finiteness of n-body central configurations,open,,,Partial results for almost-all five-body systems,Wikipedia Smale's problems
smale,Smale's problems,1998,7,Point distributions minimizing a log-energy on S^2,open,,,,Wikipedia Smale's problems
smale,Smale's problems,1998,8,General equilibrium with price adjustments,contested,,,Results exist; no consensus the problem is settled,Wikipedia Smale's problems
smale,Smale's problems,1998,9,Strongly polynomial LP,open,,,,Wikipedia Smale's problems
smale,Smale's problems,1998,10,Pugh closing lemma (higher smoothness),open,,,,Wikipedia Smale's problems
smale,Smale's problems,1998,11a,One-dimensional complex dynamics / hyperbolicity,open,,,,Wikipedia Smale's problems
smale,Smale's problems,1998,11b,Smooth interval maps approximated by hyperbolic,resolved,2007,Kozlovski–Shen–van Strien,One of two subquestions of Smale 11,Wikipedia Smale's problems
smale,Smale's problems,1998,12,Trivial centralizers dense in Diff^r,open,,,Settled in C^1; open for r>1,Wikipedia Smale's problems
smale,Smale's problems,1998,13,Hilbert's 16th problem,open,,,,Wikipedia Smale's problems
smale,Smale's problems,1998,14,Lorenz attractor is strange,resolved,2002,Tucker,Computer-assisted proof,Wikipedia Smale's problems
smale,Smale's problems,1998,15,Navier–Stokes regularity,open,,,,Wikipedia Smale's problems
smale,Smale's problems,1998,16,Jacobian conjecture,resolved,2026,Levent Alpöge; Claude Fable 5,"Negative resolution in dimension 3, hence all dimensions at least 3; independently kernel-checked in Lean and Isabelle; dimension 2 remains open",Independent Lean and Isabelle verifications (2026)
smale,Smale's problems,1998,17,Solving polynomial equations in average polynomial time,resolved,2016,Beltrán–Pardo; Lairez,Probabilistic algorithms from 2008; deterministic average-poly-time by Lairez 2016,Wikipedia Smale's problems
smale,Smale's problems,1998,18,Limits of intelligence,contested,,,No consensus whether resolved,Wikipedia Smale's problems
millennium,Millennium Prize Problems,2000,bsd,Birch–Swinnerton-Dyer conjecture,open,,,,Clay Mathematics Institute
millennium,Millennium Prize Problems,2000,hodge,Hodge conjecture,open,,,,Clay Mathematics Institute
millennium,Millennium Prize Problems,2000,navier_stokes,Navier–Stokes existence and smoothness,open,,,,Clay Mathematics Institute
millennium,Millennium Prize Problems,2000,poincare,Poincaré conjecture,resolved,2003,Perelman,arXiv 2002–2003; Clay prize announced 2010,Clay Mathematics Institute
millennium,Millennium Prize Problems,2000,p_vs_np,P versus NP,open,,,,Clay Mathematics Institute
millennium,Millennium Prize Problems,2000,yang_mills,Yang–Mills existence and mass gap,open,,,,Clay Mathematics Institute
millennium,Millennium Prize Problems,2000,riemann,Riemann hypothesis,open,,,,Clay Mathematics Institute
thurston,Thurston's 24 questions,1982,1,Geometrization conjecture,resolved,2003,Perelman,Includes Poincaré as a special case,Wikipedia Thurston's 24 questions; MathOverflow Agol 2017
thurston,Thurston's 24 questions,1982,2,Finite group actions isometric,resolved,2009,Meeks–Scott; Dinkelbach–Leeb,,Wikipedia Thurston's 24 questions; MathOverflow Agol 2017
thurston,Thurston's 24 questions,1982,3,Orbifold geometrization,resolved,2005,Boileau–Leeb–Porti,,Wikipedia Thurston's 24 questions; MathOverflow Agol 2017
thurston,Thurston's 24 questions,1982,4,Hyperbolic Dehn surgery global theory,resolved,2013,Agol; Lackenby; others,Wikipedia range 2000–2013; year is completion end,Wikipedia Thurston's 24 questions; MathOverflow Agol 2017
thurston,Thurston's 24 questions,1982,5,Kleinian groups geometrically tame,resolved,1993,Bonahon; Canary,Wikipedia range 1986–1993; year is completion end,Wikipedia Thurston's 24 questions; MathOverflow Agol 2017
thurston,Thurston's 24 questions,1982,6,Kleinian groups as limits of geometrically finite,resolved,2012,Namazi–Souto; Ohshika,,Wikipedia Thurston's 24 questions; MathOverflow Agol 2017
thurston,Thurston's 24 questions,1982,7,Schottky groups and their limits,resolved,2012,Brock–Canary–Minsky,,Wikipedia Thurston's 24 questions; MathOverflow Agol 2017
thurston,Thurston's 24 questions,1982,8,Limits of quasi-Fuchsian groups with accidental parabolics,resolved,2000,Anderson–Canary,,Wikipedia Thurston's 24 questions; MathOverflow Agol 2017
thurston,Thurston's 24 questions,1982,9,Kleinian groups topologically tame,resolved,2004,Agol; Calegari–Gabai,Independent solutions,Wikipedia Thurston's 24 questions; MathOverflow Agol 2017
thurston,Thurston's 24 questions,1982,10,Ahlfors measure-zero problem,resolved,2004,Consequence of geometric tameness,,Wikipedia Thurston's 24 questions; MathOverflow Agol 2017
thurston,Thurston's 24 questions,1982,11,Ending lamination conjecture,resolved,2012,Brock–Canary–Minsky,,Wikipedia Thurston's 24 questions; MathOverflow Agol 2017
thurston,Thurston's 24 questions,1982,12,Quasi-isometry type of Kleinian groups,resolved,2012,With ending lamination theorem,,Wikipedia Thurston's 24 questions; MathOverflow Agol 2017
thurston,Thurston's 24 questions,1982,13,Limit sets of Hausdorff dimension < 2 geometrically finite,resolved,1997,Bishop–Jones,,Wikipedia Thurston's 24 questions; MathOverflow Agol 2017
thurston,Thurston's 24 questions,1982,14,Cannon–Thurston maps,resolved,2012,Mahan Mj,Wikipedia range 2009–2012; year is completion end,Wikipedia Thurston's 24 questions; MathOverflow Agol 2017
thurston,Thurston's 24 questions,1982,15,Residual separability of f.g. subgroups in f.g. Kleinian groups,resolved,2013,Agol (building on Wise),,Wikipedia Thurston's 24 questions; MathOverflow Agol 2017
thurston,Thurston's 24 questions,1982,16,Virtually Haken conjecture,resolved,2012,Agol,,Wikipedia Thurston's 24 questions; MathOverflow Agol 2017
thurston,Thurston's 24 questions,1982,17,Finite cover with positive first Betti number,resolved,2013,Agol,,Wikipedia Thurston's 24 questions; MathOverflow Agol 2017
thurston,Thurston's 24 questions,1982,18,Virtually fibered conjecture,resolved,2013,Agol,,Wikipedia Thurston's 24 questions; MathOverflow Agol 2017
thurston,Thurston's 24 questions,1982,19,"Arithmetic PSL(2,C) quotients: topology and geometry",open,,,Open-ended; Agol 2017: among 19–24 not completely answered,Wikipedia Thurston's 24 questions; MathOverflow Agol 2017
thurston,Thurston's 24 questions,1982,20,Software for surface diffeomorphisms / laminations,resolved,2000,SnapPea and successors,Software ask; Wikipedia counts as addressed (1990s–2000s),Wikipedia Thurston's 24 questions; MathOverflow Agol 2017
thurston,Thurston's 24 questions,1982,21,Software to compute hyperbolic structures,resolved,2000,SnapPea and successors,Software ask; Wikipedia counts as addressed (1990s–2000s),Wikipedia Thurston's 24 questions; MathOverflow Agol 2017
thurston,Thurston's 24 questions,1982,22,Software tabulating 3-manifold invariants,resolved,2000,SnapPea and successors,Software ask; Wikipedia counts as addressed (1990s–2000s),Wikipedia Thurston's 24 questions; MathOverflow Agol 2017
thurston,Thurston's 24 questions,1982,23,Hyperbolic volumes rationally independent?,open,,,Still open; originally Milnor; Agol 2017: no progress known,Wikipedia Thurston's 24 questions; MathOverflow Agol 2017
thurston,Thurston's 24 questions,1982,24,Hyperbolic structures at given Heegaard genus,resolved,2009,Namazi–Souto,,Wikipedia Thurston's 24 questions; MathOverflow Agol 2017
topp,The Open Problems Project,2001,1,Minimum Weight Triangulation,resolved,2006,,"Just solved by  Wolfgang Mulzer and G\""unter Rote, January 2006! \url{http://arxiv.org/abs/cs.CG/0601002}. Entry to be updated later...  This problem is one of the few from Garey a",TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,2,Voronoi Diagram of Moving Points,resolved,2015,,"Long conjectured to be nearly quadratic. Solved now: \cite{r-okdt-15}. Natan Rubin proved an upper bound of $O(n^{2+\epsilon})$, and a quadratic lower bound is known.",TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,3,Voronoi Diagram of Lines in 3D,open,,,Open. Conjectured to be nearly quadratic.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,4,Union of Fat Objects in 3D,open,,,Open.  Conjectured to be nearly quadratic.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,5,Euclidean Minimum Spanning Tree,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,6,Minimum Euclidean Matching in 2D,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,7,$k$-sets,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,8,Linear Programming: Strongly Polynomial?,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,9,Edge-Unfolding Convex Polyhedra,open,,,Open. It seems to be a widespread hunch that the answer is {\sc yes}.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,10,Simple Linear-Time Polygon Triangulation,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,11,3SUM Hard Problems,open,,,"Open. Subquadratic time algorithms have been found (see~\cite{gp-tdlt-14, gs-ib3kl-17, c-mlfs3-18}),  but it is conjectured that 3SUM is unsolvable in $O(n^{2-\epsilon})$ time,  ev",TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,12,Dynamic Planar Convex Hull,resolved,2002,,Solved (in a certain sense) by Gerth Brodal and Riko Jacob in a FOCS 2002 paper \cite{bj-dpch-02}. See also Jacob's PhD thesis \cite{j-dpch-02} for further details. Their data stru,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,13,Point Location in 3D Subdivision,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,14,Binary Space Partition Size,resolved,2009,Csaba Tóth,"Solved by Csaba T\'{o}th~\cite{t-bppdl-09,t-bppdl-11}.",TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,15,Output-sensitive Convex Hull in $\R^d$,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,16,Simple Polygonalizations,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,17,Visibility Graph Recognition,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,18,Pushing Disks Together,resolved,2000,,Solved by K. Bezdek and R. Connelly. See \htmladdnormallinkfoot{their web page}{http://www.math.cornell.edu/~connelly/kneser.html}. (Update as of 3 Aug. 2000.),TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,19,Vertical Decompositions in $\R^d$,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,20,Minimum Stabbing Spanning Tree,resolved,2003,,"Solved, October 2003: the problem is NP-complete. Significant advance on approximability in 2009.",TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,21,Shortest Paths among Obstacles in 2D,resolved,2023,,"Solved by Haitao Wang~\cite{w-naesp-23},  who gives an optimal $O(n + h \log h)$ time and $O(n)$ space algorithm.",TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,22,Minimum-Link Path in 2D,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,23,Vertex $\pi$-Floodlights,open,,,Open.  Now known that the fraction of $n$ that always suffices lies between $5/8$ and $2/3$.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,24,Polygonal Curve Simplification,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,25,Polyhedral Surface Approximation,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,26,Surface Reconstruction,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,27,Hexahedral Meshing,partial,,,"partial results; Partially closed, Fall 2006.",TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,28,Flip Graph Connectivity in 3D,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,29,Hamiltonian Tetrahedralizations,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,30,Thrackles,open,,,Open. Conway's conjecture is that the number edges cannot exceed $n$.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,31,Trapping Light Rays with Segment Mirrors,open,,,Conjecture 9 from that paper:  ``No collection of segment mirrors can trap all the light from one source.'',TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,32,Bar-Magnet Polyhedra,resolved,2004,Bojan Mohar,"Settled by Bojan Mohar, Apr. 2004.",TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,33,Sum of Square Roots,open,,,"Open, although some weak bounds are known.",TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,34,Extending Pseudosegment Arrangements by Subdivision,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,35,Freeze-Tag: Optimal Strategies for Awakening a Swarm of Robots,open,,,\cite{abfms-ftphwusr-01} conjecture that the freeze-tag problem is NP-hard in the Euclidean (or $L_1$) plane.  (They show it to be NP-complete in star metrics.),TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,36,Inplace Convex Hull of a Simple Polygonal Chain,resolved,2004,,Solved~\cite{bc-sacch-04}.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,37,Counting Polyominoes,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,38,Compatible Triangulations,open,,,Open. Conjectured in \cite{aahk-tct-02} to be true.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,39,Distances among Point Sets in $\R^2$ and $\R^3$,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,40,The Number of Pointed Pseudotriangulations,open,,,"Open.  Conjectured to be true, with equality only when the points of $S$ are in convex position.",TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,41,Sorting $X+Y$ (Pairwise Sums),open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,42,Vertex-Unfolding Polyhedra,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,43,General Unfoldings of Nonconvex Polyhedra,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,44,3-Colorability of Arrangements of Great Circles,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,45,Smallest Universal Set of Points for Planar Graphs,open,,,Open. Between $\Theta(n)$ and $\Theta(n^2)$.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,46,3D Minimum-Bend Orthogonal Graph Drawings,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,47,Hinged Dissections,resolved,2008,Abbott et al.,Now settled: Hinged dissections exist~\cite{aacddk-hde-08}.  Update to this entry soon.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,48,Bounded-Degree Minimum Euclidean Spanning Tree,resolved,2009,,Solved: Proved NP-hard in~\cite{fh-ed4ms-09}.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,49,Planar Euclidean Maximum TSP,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,50,Pointed Spanning Trees in Triangulations,resolved,2004,Aichholzer et al.,"Settled negatively, January 2004.",TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,51,Linear-Volume 3D Grid Drawings of Planar Graphs,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,52,Queue-Number of Planar Graphs,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,53,Minimum-Turn Cycle Cover in Planar Grid Graphs,resolved,2019,,Solved: proved NP-hard by Fekete and Krupke~\cite{fk-ctcctc-19},TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,54,Traveling Salesman Problem in Solid Grid Graphs,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,55,Pallet Loading,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,56,Packing Unit Squares in a Simple Polygon,resolved,2024,,Solved: proved NP-hard by Abrahamsen and Stade~\cite{as-hpcps-24}.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,57,Chromatic Number of the Plane,open,,,Open. Erd\H{o}s and de Bruijn showed~\cite{ed-cpigp-51} that the chromatic number of the plane is attained for some finite subgraph of $G$. This result led to narrowing the answer ,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,58,Monochromatic Triangles,open,,,Open. Ron Graham conjectures that the answer is \textsc{yes} for all triangles~$T$.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,59,Most Circular Partition of a Square,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,60,Transforming Polygons via Vertex-Centroid Moves,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,61,Lines Tangent to Four Unit Balls,open,,,"Open, conjectured to be $\Omega(n^3)$.",TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,62,Volume Maximizing Convex Shape,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,63,Dynamic Planar Nearest Neighbors,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,64,Edge-Unfolding Polycubes,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,65,Magic Configurations,resolved,2007,Abrego et al.,"Settled positively, 2007: \cite{abkpr-tntmm-08}",TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,66,Reflexivity of Point Sets,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,67,Fair Partitioning of Convex Polygons,open,,,Open.  The originators tend to believe every convex polygon allows a fair convex partition into $n$ pieces for any $n$. There have been recent advances in 2010:  Aronov and Hubard ,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,68,Rolling a Die over a Labeled Board,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,69,Isoceles Planar Graph Drawing,resolved,2010,Frati,Settled negatively in 2010: \cite{f-nipgd-10}.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,70,Yao-Yao Graph a Spanner?,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,71,Stretch-Factor for Points in Convex Position,resolved,2009,,Now closed: false; counterexample appeared in the 2009 CCCG proceedings.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,72,Polyhedron with Regular Pentagon Faces,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,73,Congruent Partitions of Polygons,open,,,Please see below.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,74,Slicing Axes-Parallel Rectangles,open,,,"It was known that $f(m)$ exists and is at most exponential. An advance was made in 2010 by Werner and Lenz,  who established a quadratic upper bound, $O(m^2)$, in~\cite{wl-pbrsn-10",TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,75,Edge-Coloring Geometric Graphs,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,76,Equiprojective Polyhedra,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,77,Zipper Unfoldings of Convex Polyhedra,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,78,Rectangling a Rectangle,open,,,,TOPP GitHub Problems/ (edemaine/topp)
