list_id,list_name,list_year,problem_id,short_name,status,resolved_year,resolver,notes,source
topp,The Open Problems Project,2001,12,Dynamic Planar Convex Hull,resolved,2002,,Solved (in a certain sense) by Gerth Brodal and Riko Jacob in a FOCS 2002 paper \cite{bj-dpch-02}. See also Jacob's PhD thesis \cite{j-dpch-02} for further details. Their data stru,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,13,Point Location in 3D Subdivision,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,14,Binary Space Partition Size,resolved,2009,Csaba Tóth,"Solved by Csaba T\'{o}th~\cite{t-bppdl-09,t-bppdl-11}.",TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,15,Output-sensitive Convex Hull in $\R^d$,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,16,Simple Polygonalizations,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,17,Visibility Graph Recognition,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,18,Pushing Disks Together,resolved,2000,,Solved by K. Bezdek and R. Connelly. See \htmladdnormallinkfoot{their web page}{http://www.math.cornell.edu/~connelly/kneser.html}. (Update as of 3 Aug. 2000.),TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,19,Vertical Decompositions in $\R^d$,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,20,Minimum Stabbing Spanning Tree,resolved,2003,,"Solved, October 2003: the problem is NP-complete. Significant advance on approximability in 2009.",TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,21,Shortest Paths among Obstacles in 2D,resolved,2023,,"Solved by Haitao Wang~\cite{w-naesp-23},  who gives an optimal $O(n + h \log h)$ time and $O(n)$ space algorithm.",TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,22,Minimum-Link Path in 2D,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,23,Vertex $\pi$-Floodlights,open,,,Open.  Now known that the fraction of $n$ that always suffices lies between $5/8$ and $2/3$.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,24,Polygonal Curve Simplification,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,25,Polyhedral Surface Approximation,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,26,Surface Reconstruction,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,27,Hexahedral Meshing,partial,,,"partial results; Partially closed, Fall 2006.",TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,28,Flip Graph Connectivity in 3D,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,29,Hamiltonian Tetrahedralizations,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,30,Thrackles,open,,,Open. Conway's conjecture is that the number edges cannot exceed $n$.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,31,Trapping Light Rays with Segment Mirrors,open,,,Conjecture 9 from that paper:  ``No collection of segment mirrors can trap all the light from one source.'',TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,32,Bar-Magnet Polyhedra,resolved,2004,Bojan Mohar,"Settled by Bojan Mohar, Apr. 2004.",TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,33,Sum of Square Roots,open,,,"Open, although some weak bounds are known.",TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,34,Extending Pseudosegment Arrangements by Subdivision,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,35,Freeze-Tag: Optimal Strategies for Awakening a Swarm of Robots,open,,,\cite{abfms-ftphwusr-01} conjecture that the freeze-tag problem is NP-hard in the Euclidean (or $L_1$) plane.  (They show it to be NP-complete in star metrics.),TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,36,Inplace Convex Hull of a Simple Polygonal Chain,resolved,2004,,Solved~\cite{bc-sacch-04}.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,37,Counting Polyominoes,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,38,Compatible Triangulations,open,,,Open. Conjectured in \cite{aahk-tct-02} to be true.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,39,Distances among Point Sets in $\R^2$ and $\R^3$,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,40,The Number of Pointed Pseudotriangulations,open,,,"Open.  Conjectured to be true, with equality only when the points of $S$ are in convex position.",TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,41,Sorting $X+Y$ (Pairwise Sums),open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,42,Vertex-Unfolding Polyhedra,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,43,General Unfoldings of Nonconvex Polyhedra,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,44,3-Colorability of Arrangements of Great Circles,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,45,Smallest Universal Set of Points for Planar Graphs,open,,,Open. Between $\Theta(n)$ and $\Theta(n^2)$.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,46,3D Minimum-Bend Orthogonal Graph Drawings,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,47,Hinged Dissections,resolved,2008,Abbott et al.,Now settled: Hinged dissections exist~\cite{aacddk-hde-08}.  Update to this entry soon.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,48,Bounded-Degree Minimum Euclidean Spanning Tree,resolved,2009,,Solved: Proved NP-hard in~\cite{fh-ed4ms-09}.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,49,Planar Euclidean Maximum TSP,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,50,Pointed Spanning Trees in Triangulations,resolved,2004,Aichholzer et al.,"Settled negatively, January 2004.",TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,51,Linear-Volume 3D Grid Drawings of Planar Graphs,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,52,Queue-Number of Planar Graphs,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,53,Minimum-Turn Cycle Cover in Planar Grid Graphs,resolved,2019,,Solved: proved NP-hard by Fekete and Krupke~\cite{fk-ctcctc-19},TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,54,Traveling Salesman Problem in Solid Grid Graphs,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,55,Pallet Loading,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,56,Packing Unit Squares in a Simple Polygon,resolved,2024,,Solved: proved NP-hard by Abrahamsen and Stade~\cite{as-hpcps-24}.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,57,Chromatic Number of the Plane,open,,,Open. Erd\H{o}s and de Bruijn showed~\cite{ed-cpigp-51} that the chromatic number of the plane is attained for some finite subgraph of $G$. This result led to narrowing the answer ,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,58,Monochromatic Triangles,open,,,Open. Ron Graham conjectures that the answer is \textsc{yes} for all triangles~$T$.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,59,Most Circular Partition of a Square,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,60,Transforming Polygons via Vertex-Centroid Moves,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,61,Lines Tangent to Four Unit Balls,open,,,"Open, conjectured to be $\Omega(n^3)$.",TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,62,Volume Maximizing Convex Shape,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,63,Dynamic Planar Nearest Neighbors,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,64,Edge-Unfolding Polycubes,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,65,Magic Configurations,resolved,2007,Abrego et al.,"Settled positively, 2007: \cite{abkpr-tntmm-08}",TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,66,Reflexivity of Point Sets,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,67,Fair Partitioning of Convex Polygons,open,,,Open.  The originators tend to believe every convex polygon allows a fair convex partition into $n$ pieces for any $n$. There have been recent advances in 2010:  Aronov and Hubard ,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,68,Rolling a Die over a Labeled Board,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,69,Isoceles Planar Graph Drawing,resolved,2010,Frati,Settled negatively in 2010: \cite{f-nipgd-10}.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,70,Yao-Yao Graph a Spanner?,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,71,Stretch-Factor for Points in Convex Position,resolved,2009,,Now closed: false; counterexample appeared in the 2009 CCCG proceedings.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,72,Polyhedron with Regular Pentagon Faces,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,73,Congruent Partitions of Polygons,open,,,Please see below.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,74,Slicing Axes-Parallel Rectangles,open,,,"It was known that $f(m)$ exists and is at most exponential. An advance was made in 2010 by Werner and Lenz,  who established a quadratic upper bound, $O(m^2)$, in~\cite{wl-pbrsn-10",TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,75,Edge-Coloring Geometric Graphs,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,76,Equiprojective Polyhedra,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,77,Zipper Unfoldings of Convex Polyhedra,open,,,Open.,TOPP GitHub Problems/ (edemaine/topp)
topp,The Open Problems Project,2001,78,Rectangling a Rectangle,open,,,,TOPP GitHub Problems/ (edemaine/topp)
