recorded_date,instance,objective,event_type,source_url
2015-01-05,X-n936-k151,133046,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2015-01-05,X-n957-k87,85663,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2015-01-05,X-n289-k60,95151,optimality_proof,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2015-04-10,X-n190-k8,16980,optimality_proof,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2015-06-22,X-n1001-k43,72477,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2015-06-22,X-n322-k28,29854,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2015-06-22,X-n336-k84,139165,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2015-06-22,X-n344-k43,42073,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2015-06-22,X-n351-k40,25936,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2015-06-22,X-n384-k52,66021,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2015-06-22,X-n401-k29,66219,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2015-06-22,X-n480-k70,89488,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2015-06-22,X-n491-k59,66523,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2015-06-22,X-n536-k96,95062,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2015-06-22,X-n561-k42,42754,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2015-06-22,X-n573-k30,50726,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2015-06-22,X-n586-k159,190454,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2015-06-22,X-n599-k92,108600,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2015-06-22,X-n627-k43,62264,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2015-06-22,X-n641-k35,63760,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2015-06-22,X-n670-k130,146570,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2015-06-22,X-n685-k75,68291,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2015-06-22,X-n701-k44,81997,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2015-06-22,X-n716-k35,43491,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2015-06-22,X-n733-k159,136313,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2015-06-22,X-n749-k98,77423,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2015-06-22,X-n766-k71,114566,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2015-06-22,X-n783-k48,72547,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2015-06-22,X-n801-k40,73367,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2015-06-22,X-n819-k171,158298,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2015-06-22,X-n837-k142,193933,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2015-06-22,X-n856-k95,89040,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2015-06-22,X-n876-k59,99424,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2015-06-22,X-n895-k37,54030,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2015-06-22,X-n916-k207,329394,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2015-06-22,X-n936-k151,132946,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2015-06-22,X-n957-k87,85566,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2015-06-22,X-n979-k58,119072,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-04-01,X-n1001-k43,72404,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-04-01,X-n322-k28,29848,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-04-01,X-n336-k84,139135,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-04-01,X-n344-k43,42068,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-04-01,X-n351-k40,25928,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-04-01,X-n384-k52,65981,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-04-01,X-n401-k29,66202,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-04-01,X-n449-k29,55302,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-04-01,X-n459-k26,24179,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-04-01,X-n480-k70,89458,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-04-01,X-n491-k59,66520,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-04-01,X-n502-k39,69232,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-04-01,X-n536-k96,94991,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-04-01,X-n548-k50,86701,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-04-01,X-n573-k30,50719,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-04-01,X-n586-k159,190423,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-04-01,X-n599-k92,108541,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-04-01,X-n613-k62,59556,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-04-01,X-n627-k43,62217,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-04-01,X-n641-k35,63737,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-04-01,X-n670-k130,146477,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-04-01,X-n685-k75,68276,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-04-01,X-n701-k44,81962,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-04-01,X-n716-k35,43441,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-04-01,X-n733-k159,136250,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-04-01,X-n749-k98,77402,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-04-01,X-n766-k71,114534,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-04-01,X-n783-k48,72453,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-04-01,X-n801-k40,73344,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-04-01,X-n819-k171,158267,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-04-01,X-n837-k142,193836,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-04-01,X-n856-k95,89007,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-04-01,X-n876-k59,99360,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-04-01,X-n895-k37,53948,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-04-01,X-n916-k207,329299,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-04-01,X-n957-k87,85517,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-04-01,X-n979-k58,119008,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-04-04,X-n331-k15,31102,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-04-04,X-n439-k37,36391,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-04-04,X-n331-k15,31102,optimality_proof,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-04-04,X-n439-k37,36391,optimality_proof,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-04-25,X-n214-k11,10856,optimality_proof,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-04-25,X-n233-k16,19230,optimality_proof,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-11-06,X-n256-k16,18839,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-11-23,X-n359-k29,51505,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-11-23,X-n384-k52,65943,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-11-23,X-n401-k29,66187,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-11-23,X-n449-k29,55269,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-11-23,X-n459-k26,24173,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-11-23,X-n491-k59,66510,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-11-23,X-n502-k39,69230,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-11-23,X-n536-k96,94988,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-11-23,X-n561-k42,42722,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-11-23,X-n599-k92,108490,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-11-23,X-n627-k43,62210,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-11-23,X-n670-k130,146451,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-11-23,X-n685-k75,68261,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-11-23,X-n701-k44,81934,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-11-23,X-n716-k35,43414,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-11-23,X-n749-k98,77365,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-11-23,X-n766-k71,114525,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-11-23,X-n783-k48,72445,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-11-23,X-n801-k40,73331,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-11-23,X-n837-k142,193813,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-11-23,X-n876-k59,99331,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-11-23,X-n895-k37,53946,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-11-23,X-n916-k207,329247,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-11-23,X-n936-k151,132926,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2016-11-23,X-n957-k87,85482,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2017-08-14,X-n294-k50,47161,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2017-08-14,X-n322-k28,29834,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2017-08-14,X-n327-k20,27532,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2017-08-14,X-n344-k43,42056,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2017-08-14,X-n393-k38,38260,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2017-08-14,X-n459-k26,24145,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2018-02-23,X-n1001-k43,72403,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2018-02-23,X-n524-k153,154593,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2018-02-23,X-n573-k30,50718,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2018-02-23,X-n599-k92,108489,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2018-02-23,X-n819-k171,158265,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2018-02-23,X-n837-k142,193810,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2018-02-23,X-n856-k95,89002,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2018-02-23,X-n936-k151,132923,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2018-02-23,X-n957-k87,85478,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2018-09-15,X-n1001-k43,72402,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2018-09-15,X-n573-k30,50717,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2018-09-15,X-n670-k130,146476,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2018-09-15,X-n837-k142,193809,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=5
2019-03-01,X-n284-k15,20215,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2019-03-01,X-n322-k28,29834,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2019-03-01,X-n393-k38,38260,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2019-03-01,X-n469-k138,221824,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2019-03-01,X-n548-k50,86700,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2019-03-01,X-n284-k15,20215,optimality_proof,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2019-03-01,X-n322-k28,29834,optimality_proof,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2019-03-01,X-n393-k38,38260,optimality_proof,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2019-03-01,X-n469-k138,221824,optimality_proof,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2019-03-01,X-n548-k50,86700,optimality_proof,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-01-17,X-n336-k84,139111,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-01-17,X-n480-k70,89457,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-01-17,X-n491-k59,66503,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-01-17,X-n502-k39,69226,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-01-17,X-n536-k96,94950,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-01-17,X-n586-k159,190368,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-01-17,X-n599-k92,108455,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-01-17,X-n613-k62,59545,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-01-17,X-n670-k130,146446,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-01-17,X-n685-k75,68252,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-01-17,X-n733-k159,136190,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-01-17,X-n749-k98,77353,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-01-17,X-n766-k71,114501,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-01-17,X-n819-k171,158249,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-01-17,X-n837-k142,193752,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-01-17,X-n856-k95,88997,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-01-17,X-n916-k207,329179,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-01-17,X-n936-k151,132907,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-05-03,X-n1001-k43,72397,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-05-03,X-n351-k40,25919,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-05-03,X-n384-k52,65941,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-05-03,X-n536-k96,94921,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-05-03,X-n561-k42,42717,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-05-03,X-n573-k30,50708,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-05-03,X-n641-k35,63723,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-05-03,X-n670-k130,146332,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-05-03,X-n685-k75,68245,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-05-03,X-n716-k35,43412,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-05-03,X-n819-k171,158247,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-05-03,X-n876-k59,99330,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-05-03,X-n895-k37,53935,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-05-03,X-n936-k151,132881,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-05-03,X-n957-k87,85474,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-05-03,X-n979-k58,118996,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-05-08,X-n1001-k43,72370,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-05-08,X-n303-k21,21739,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-05-08,X-n351-k40,25917,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-05-08,X-n411-k19,19712,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-05-08,X-n429-k61,65467,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-05-08,X-n449-k29,55254,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-05-08,X-n480-k70,89449,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-05-08,X-n491-k59,66487,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-05-08,X-n536-k96,94872,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-05-08,X-n573-k30,50678,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-05-08,X-n586-k159,190357,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-05-08,X-n627-k43,62178,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-05-08,X-n641-k35,63705,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-05-08,X-n685-k75,68225,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-05-08,X-n701-k44,81923,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-05-08,X-n716-k35,43387,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-05-08,X-n749-k98,77314,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-05-08,X-n766-k71,114487,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-05-08,X-n783-k48,72394,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-05-08,X-n819-k171,158121,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-05-08,X-n837-k142,193737,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-05-08,X-n856-k95,88990,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-05-08,X-n876-k59,99309,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-05-08,X-n895-k37,53930,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-05-08,X-n936-k151,132813,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-05-08,X-n957-k87,85469,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-05-08,X-n979-k58,118988,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-05-18,X-n1001-k43,72369,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-05-18,X-n573-k30,50673,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-05-18,X-n766-k71,114456,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-05-18,X-n876-k59,99303,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-05-18,X-n895-k37,53928,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-05-18,X-n936-k151,132812,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-07-02,X-n303-k21,21738,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
2020-07-02,X-n344-k43,42050,objective_improvement,https://galgos.inf.puc-rio.br/cvrplib/index.php/en/updates/?page=4
